Country Name,ISO Country Code,Year,Sector,CO2 Emissions (metric tons),Per Capita Emissions (metric tons per person),Percentage Contribution (%),Data Source
Chile,CHL,2023,Energy,33037020.35,4.2803,40.53,Synthetic Climate Data v1.0
Chile,CHL,2023,Transportation,15230941.18,4.2803,18.68,Synthetic Climate Data v1.0
Chile,CHL,2023,Agriculture,13035824.95,4.2803,15.99,Synthetic Climate Data v1.0
Chile,CHL,2023,Industry,11428618.55,4.2803,14.02,Synthetic Climate Data v1.0
Chile,CHL,2023,Waste Management,4257818.49,4.2803,5.22,Synthetic Climate Data v1.0
Chile,CHL,2023,Residential,4532317.58,4.2803,5.56,Synthetic Climate Data v1.0
Chile,CHL,2024,Energy,31384959.95,4.3139,37.82,Synthetic Climate Data v1.0
Chile,CHL,2024,Transportation,17608327.07,4.3139,21.22,Synthetic Climate Data v1.0
Chile,CHL,2024,Agriculture,12243052.9,4.3139,14.75,Synthetic Climate Data v1.0
Chile,CHL,2024,Industry,13910515.35,4.3139,16.76,Synthetic Climate Data v1.0
Chile,CHL,2024,Waste Management,3841153.1,4.3139,4.63,Synthetic Climate Data v1.0
Chile,CHL,2024,Residential,3996720.83,4.3139,4.82,Synthetic Climate Data v1.0
Chile,CHL,2025,Energy,30784567.87,4.3441,36.47,Synthetic Climate Data v1.0
Chile,CHL,2025,Transportation,18084651.33,4.3441,21.43,Synthetic Climate Data v1.0
Chile,CHL,2025,Agriculture,13698379.17,4.3441,16.23,Synthetic Climate Data v1.0
Chile,CHL,2025,Industry,13659416.57,4.3441,16.18,Synthetic Climate Data v1.0
Chile,CHL,2025,Waste Management,4195631.02,4.3441,4.97,Synthetic Climate Data v1.0
Chile,CHL,2025,Residential,3978352.2,4.3441,4.71,Synthetic Climate Data v1.0
China,CHN,2000,Energy,1455788323.72,2.9313,39.22,Synthetic Climate Data v1.0
China,CHN,2000,Transportation,801507404.93,2.9313,21.59,Synthetic Climate Data v1.0
China,CHN,2000,Agriculture,559272488.54,2.9313,15.07,Synthetic Climate Data v1.0
China,CHN,2000,Industry,535238139.21,2.9313,14.42,Synthetic Climate Data v1.0
China,CHN,2000,Waste Management,187051433.92,2.9313,5.04,Synthetic Climate Data v1.0
China,CHN,2000,Residential,173006383.42,2.9313,4.66,Synthetic Climate Data v1.0
China,CHN,2001,Energy,1533267677.37,3.1244,38.56,Synthetic Climate Data v1.0
China,CHN,2001,Transportation,813010773.78,3.1244,20.45,Synthetic Climate Data v1.0
China,CHN,2001,Agriculture,621357083.31,3.1244,15.63,Synthetic Climate Data v1.0
China,CHN,2001,Industry,598741632.01,3.1244,15.06,Synthetic Climate Data v1.0
China,CHN,2001,Waste Management,218132061.4,3.1244,5.49,Synthetic Climate Data v1.0
China,CHN,2001,Residential,191689445.69,3.1244,4.82,Synthetic Climate Data v1.0
China,CHN,2002,Energy,1669132410.34,3.3516,38.94,Synthetic Climate Data v1.0
China,CHN,2002,Transportation,812759735.39,3.3516,18.96,Synthetic Climate Data v1.0
China,CHN,2002,Agriculture,698562277.95,3.3516,16.3,Synthetic Climate Data v1.0
China,CHN,2002,Industry,683653766.36,3.3516,15.95,Synthetic Climate Data v1.0
China,CHN,2002,Waste Management,219263553.27,3.3516,5.11,Synthetic Climate Data v1.0
China,CHN,2002,Residential,203368714.89,3.3516,4.74,Synthetic Climate Data v1.0
China,CHN,2003,Energy,1912787545.94,3.5278,42.18,Synthetic Climate Data v1.0
China,CHN,2003,Transportation,861357551.84,3.5278,19.0,Synthetic Climate Data v1.0
China,CHN,2003,Agriculture,689384260.67,3.5278,15.2,Synthetic Climate Data v1.0
China,CHN,2003,Industry,622020163.98,3.5278,13.72,Synthetic Climate Data v1.0
China,CHN,2003,Waste Management,214789192.07,3.5278,4.74,Synthetic Climate Data v1.0
China,CHN,2003,Residential,234257094.03,3.5278,5.17,Synthetic Climate Data v1.0
China,CHN,2004,Energy,2021404598.49,3.7716,41.49,Synthetic Climate Data v1.0
China,CHN,2004,Transportation,950049382.53,3.7716,19.5,Synthetic Climate Data v1.0
China,CHN,2004,Agriculture,749374467.19,3.7716,15.38,Synthetic Climate Data v1.0
China,CHN,2004,Industry,692428913.18,3.7716,14.21,Synthetic Climate Data v1.0
China,CHN,2004,Waste Management,231621035.41,3.7716,4.75,Synthetic Climate Data v1.0
China,CHN,2004,Residential,227302766.36,3.7716,4.67,Synthetic Climate Data v1.0
China,CHN,2005,Energy,1952093295.75,3.9612,37.96,Synthetic Climate Data v1.0
China,CHN,2005,Transportation,1128900301.69,3.9612,21.95,Synthetic Climate Data v1.0
China,CHN,2005,Agriculture,763847435.75,3.9612,14.85,Synthetic Climate Data v1.0
China,CHN,2005,Industry,785710111.48,3.9612,15.28,Synthetic Climate Data v1.0
China,CHN,2005,Waste Management,244739588.21,3.9612,4.76,Synthetic Climate Data v1.0
China,CHN,2005,Residential,267458076.76,3.9612,5.2,Synthetic Climate Data v1.0
China,CHN,2006,Energy,2132944418.39,4.1683,39.22,Synthetic Climate Data v1.0
China,CHN,2006,Transportation,1054280417.42,4.1683,19.39,Synthetic Climate Data v1.0
China,CHN,2006,Agriculture,774670684.16,4.1683,14.24,Synthetic Climate Data v1.0
China,CHN,2006,Industry,888892811.6,4.1683,16.34,Synthetic Climate Data v1.0
China,CHN,2006,Waste Management,296664857.75,4.1683,5.45,Synthetic Climate Data v1.0
China,CHN,2006,Residential,291170544.3,4.1683,5.35,Synthetic Climate Data v1.0
China,CHN,2007,Energy,2231905369.9,4.3727,38.93,Synthetic Climate Data v1.0
China,CHN,2007,Transportation,1180408996.96,4.3727,20.59,Synthetic Climate Data v1.0
China,CHN,2007,Agriculture,873046610.03,4.3727,15.23,Synthetic Climate Data v1.0
China,CHN,2007,Industry,873590261.2,4.3727,15.24,Synthetic Climate Data v1.0
China,CHN,2007,Waste Management,267776155.46,4.3727,4.67,Synthetic Climate Data v1.0
China,CHN,2007,Residential,307108345.9,4.3727,5.36,Synthetic Climate Data v1.0
China,CHN,2008,Energy,2356222239.78,4.5354,39.42,Synthetic Climate Data v1.0
China,CHN,2008,Transportation,1146622319.77,4.5354,19.18,Synthetic Climate Data v1.0
China,CHN,2008,Agriculture,882244839.99,4.5354,14.76,Synthetic Climate Data v1.0
China,CHN,2008,Industry,985522139.66,4.5354,16.49,Synthetic Climate Data v1.0
China,CHN,2008,Waste Management,307142768.32,4.5354,5.14,Synthetic Climate Data v1.0
China,CHN,2008,Residential,299219797.34,4.5354,5.01,Synthetic Climate Data v1.0
China,CHN,2009,Energy,2464719940.12,4.7579,39.11,Synthetic Climate Data v1.0
China,CHN,2009,Transportation,1294961652.21,4.7579,20.55,Synthetic Climate Data v1.0
China,CHN,2009,Agriculture,955462725.84,4.7579,15.16,Synthetic Climate Data v1.0
China,CHN,2009,Industry,969666459.13,4.7579,15.39,Synthetic Climate Data v1.0
China,CHN,2009,Waste Management,321090387.54,4.7579,5.1,Synthetic Climate Data v1.0
China,CHN,2009,Residential,295586359.7,4.7579,4.69,Synthetic Climate Data v1.0
China,CHN,2010,Energy,2697261241.1,4.961,40.85,Synthetic Climate Data v1.0
China,CHN,2010,Transportation,1348965864.62,4.961,20.43,Synthetic Climate Data v1.0
China,CHN,2010,Agriculture,1018194217.91,4.961,15.42,Synthetic Climate Data v1.0
China,CHN,2010,Industry,889256289.65,4.961,13.47,Synthetic Climate Data v1.0
China,CHN,2010,Waste Management,335794973.85,4.961,5.09,Synthetic Climate Data v1.0
China,CHN,2010,Residential,313893230.1,4.961,4.75,Synthetic Climate Data v1.0
China,CHN,2011,Energy,2949784876.99,5.3248,41.41,Synthetic Climate Data v1.0
China,CHN,2011,Transportation,1428836843.64,5.3248,20.06,Synthetic Climate Data v1.0
China,CHN,2011,Agriculture,991249242.19,5.3248,13.92,Synthetic Climate Data v1.0
China,CHN,2011,Industry,1076269926.2,5.3248,15.11,Synthetic Climate Data v1.0
China,CHN,2011,Waste Management,341617494.15,5.3248,4.8,Synthetic Climate Data v1.0
China,CHN,2011,Residential,335287113.64,5.3248,4.71,Synthetic Climate Data v1.0
China,CHN,2012,Energy,2743908161.85,5.5621,36.69,Synthetic Climate Data v1.0
China,CHN,2012,Transportation,1611891576.99,5.5621,21.56,Synthetic Climate Data v1.0
China,CHN,2012,Agriculture,1143008859.05,5.5621,15.29,Synthetic Climate Data v1.0
China,CHN,2012,Industry,1209062123.42,5.5621,16.17,Synthetic Climate Data v1.0
China,CHN,2012,Waste Management,372936336.89,5.5621,4.99,Synthetic Climate Data v1.0
China,CHN,2012,Residential,396877307.0,5.5621,5.31,Synthetic Climate Data v1.0
China,CHN,2013,Energy,3013535663.68,5.7886,38.53,Synthetic Climate Data v1.0
China,CHN,2013,Transportation,1565535678.46,5.7886,20.02,Synthetic Climate Data v1.0
China,CHN,2013,Agriculture,1249861209.79,5.7886,15.98,Synthetic Climate Data v1.0
China,CHN,2013,Industry,1169690237.69,5.7886,14.96,Synthetic Climate Data v1.0
China,CHN,2013,Waste Management,418426873.09,5.7886,5.35,Synthetic Climate Data v1.0
China,CHN,2013,Residential,404018513.91,5.7886,5.17,Synthetic Climate Data v1.0
China,CHN,2014,Energy,3345977913.15,6.0378,40.81,Synthetic Climate Data v1.0
China,CHN,2014,Transportation,1622157385.23,6.0378,19.79,Synthetic Climate Data v1.0
China,CHN,2014,Agriculture,1198943812.15,6.0378,14.62,Synthetic Climate Data v1.0
China,CHN,2014,Industry,1203250479.28,6.0378,14.68,Synthetic Climate Data v1.0
China,CHN,2014,Waste Management,390493732.79,6.0378,4.76,Synthetic Climate Data v1.0
China,CHN,2014,Residential,437788033.62,6.0378,5.34,Synthetic Climate Data v1.0
China,CHN,2015,Energy,3536581978.98,6.4142,40.4,Synthetic Climate Data v1.0
China,CHN,2015,Transportation,1786890874.32,6.4142,20.41,Synthetic Climate Data v1.0
China,CHN,2015,Agriculture,1339491310.97,6.4142,15.3,Synthetic Climate Data v1.0
China,CHN,2015,Industry,1231164610.53,6.4142,14.07,Synthetic Climate Data v1.0
China,CHN,2015,Waste Management,422979951.9,6.4142,4.83,Synthetic Climate Data v1.0
China,CHN,2015,Residential,436160906.14,6.4142,4.98,Synthetic Climate Data v1.0
China,CHN,2016,Energy,3613638052.36,6.7149,39.24,Synthetic Climate Data v1.0
China,CHN,2016,Transportation,1706716758.68,6.7149,18.53,Synthetic Climate Data v1.0
China,CHN,2016,Agriculture,1383435144.58,6.7149,15.02,Synthetic Climate Data v1.0
China,CHN,2016,Industry,1533163482.53,6.7149,16.65,Synthetic Climate Data v1.0
China,CHN,2016,Waste Management,502013592.34,6.7149,5.45,Synthetic Climate Data v1.0
China,CHN,2016,Residential,470443271.98,6.7149,5.11,Synthetic Climate Data v1.0
China,CHN,2017,Energy,3664572259.26,7.0579,37.67,Synthetic Climate Data v1.0
China,CHN,2017,Transportation,2154462853.83,7.0579,22.15,Synthetic Climate Data v1.0
China,CHN,2017,Agriculture,1447401268.39,7.0579,14.88,Synthetic Climate Data v1.0
China,CHN,2017,Industry,1510080044.43,7.0579,15.52,Synthetic Climate Data v1.0
China,CHN,2017,Waste Management,468092612.33,7.0579,4.81,Synthetic Climate Data v1.0
China,CHN,2017,Residential,483615287.91,7.0579,4.97,Synthetic Climate Data v1.0
China,CHN,2018,Energy,3834101937.97,7.4354,37.22,Synthetic Climate Data v1.0
China,CHN,2018,Transportation,2234054190.21,7.4354,21.69,Synthetic Climate Data v1.0
China,CHN,2018,Agriculture,1652329152.1,7.4354,16.04,Synthetic Climate Data v1.0
China,CHN,2018,Industry,1606420132.39,7.4354,15.6,Synthetic Climate Data v1.0
China,CHN,2018,Waste Management,493550140.05,7.4354,4.79,Synthetic Climate Data v1.0
China,CHN,2018,Residential,479357478.25,7.4354,4.65,Synthetic Climate Data v1.0
China,CHN,2019,Energy,4531176642.5,7.8371,41.53,Synthetic Climate Data v1.0
China,CHN,2019,Transportation,2097203747.98,7.8371,19.22,Synthetic Climate Data v1.0
China,CHN,2019,Agriculture,1667252939.35,7.8371,15.28,Synthetic Climate Data v1.0
China,CHN,2019,Industry,1519900023.84,7.8371,13.93,Synthetic Climate Data v1.0
China,CHN,2019,Waste Management,575117842.28,7.8371,5.27,Synthetic Climate Data v1.0
China,CHN,2019,Residential,519961882.53,7.8371,4.77,Synthetic Climate Data v1.0
China,CHN,2020,Energy,4127430978.46,7.2523,40.68,Synthetic Climate Data v1.0
China,CHN,2020,Transportation,2119065979.23,7.2523,20.88,Synthetic Climate Data v1.0
China,CHN,2020,Agriculture,1426894526.57,7.2523,14.06,Synthetic Climate Data v1.0
China,CHN,2020,Industry,1490847188.57,7.2523,14.69,Synthetic Climate Data v1.0
China,CHN,2020,Waste Management,510112947.99,7.2523,5.03,Synthetic Climate Data v1.0
China,CHN,2020,Residential,472518542.16,7.2523,4.66,Synthetic Climate Data v1.0
China,CHN,2021,Energy,4306218539.12,7.6478,40.04,Synthetic Climate Data v1.0
China,CHN,2021,Transportation,2097948390.89,7.6478,19.51,Synthetic Climate Data v1.0
China,CHN,2021,Agriculture,1686177374.43,7.6478,15.68,Synthetic Climate Data v1.0
China,CHN,2021,Industry,1693926494.1,7.6478,15.75,Synthetic Climate Data v1.0
China,CHN,2021,Waste Management,484318008.87,7.6478,4.5,Synthetic Climate Data v1.0
China,CHN,2021,Residential,485189448.35,7.6478,4.51,Synthetic Climate Data v1.0
China,CHN,2022,Energy,4471886824.07,8.0773,39.18,Synthetic Climate Data v1.0
China,CHN,2022,Transportation,2305225168.2,8.0773,20.2,Synthetic Climate Data v1.0
China,CHN,2022,Agriculture,1705272677.73,8.0773,14.94,Synthetic Climate Data v1.0
China,CHN,2022,Industry,1769971074.21,8.0773,15.51,Synthetic Climate Data v1.0
China,CHN,2022,Waste Management,580568033.12,8.0773,5.09,Synthetic Climate Data v1.0
China,CHN,2022,Residential,581524496.52,8.0773,5.09,Synthetic Climate Data v1.0
China,CHN,2023,Energy,5077088802.23,8.5448,41.84,Synthetic Climate Data v1.0
China,CHN,2023,Transportation,2359775685.17,8.5448,19.45,Synthetic Climate Data v1.0
China,CHN,2023,Agriculture,1727128032.9,8.5448,14.23,Synthetic Climate Data v1.0
China,CHN,2023,Industry,1824713233.62,8.5448,15.04,Synthetic Climate Data v1.0
China,CHN,2023,Waste Management,605173394.66,8.5448,4.99,Synthetic Climate Data v1.0
China,CHN,2023,Residential,541557660.63,8.5448,4.46,Synthetic Climate Data v1.0
China,CHN,2024,Energy,5518781625.49,8.8036,43.92,Synthetic Climate Data v1.0
China,CHN,2024,Transportation,2315217854.69,8.8036,18.43,Synthetic Climate Data v1.0
China,CHN,2024,Agriculture,1755744827.13,8.8036,13.97,Synthetic Climate Data v1.0
China,CHN,2024,Industry,1737720411.69,8.8036,13.83,Synthetic Climate Data v1.0
China,CHN,2024,Waste Management,642792093.14,8.8036,5.12,Synthetic Climate Data v1.0
China,CHN,2024,Residential,595348168.02,8.8036,4.74,Synthetic Climate Data v1.0
China,CHN,2025,Energy,5156816583.94,9.096,39.52,Synthetic Climate Data v1.0
China,CHN,2025,Transportation,2553815132.02,9.096,19.57,Synthetic Climate Data v1.0
China,CHN,2025,Agriculture,2172263339.81,9.096,16.65,Synthetic Climate Data v1.0
China,CHN,2025,Industry,1938923202.4,9.096,14.86,Synthetic Climate Data v1.0
China,CHN,2025,Waste Management,630870580.8,9.096,4.84,Synthetic Climate Data v1.0
China,CHN,2025,Residential,595084862.9,9.096,4.56,Synthetic Climate Data v1.0
Colombia,COL,2000,Energy,24248611.55,1.514,39.57,Synthetic Climate Data v1.0
Colombia,COL,2000,Transportation,11892401.25,1.514,19.41,Synthetic Climate Data v1.0
Colombia,COL,2000,Agriculture,9731277.58,1.514,15.88,Synthetic Climate Data v1.0
Colombia,COL,2000,Industry,9482204.07,1.514,15.47,Synthetic Climate Data v1.0
Colombia,COL,2000,Waste Management,3194728.51,1.514,5.21,Synthetic Climate Data v1.0
Colombia,COL,2000,Residential,2735474.08,1.514,4.46,Synthetic Climate Data v1.0
Colombia,COL,2001,Energy,25620204.48,1.5413,40.58,Synthetic Climate Data v1.0
Colombia,COL,2001,Transportation,11737413.05,1.5413,18.59,Synthetic Climate Data v1.0
Colombia,COL,2001,Agriculture,9108992.24,1.5413,14.43,Synthetic Climate Data v1.0
Colombia,COL,2001,Industry,10225816.74,1.5413,16.19,Synthetic Climate Data v1.0
Colombia,COL,2001,Waste Management,3155472.08,1.5413,5.0,Synthetic Climate Data v1.0
Colombia,COL,2001,Residential,3294338.8,1.5413,5.22,Synthetic Climate Data v1.0
Colombia,COL,2002,Energy,25307295.27,1.5666,38.97,Synthetic Climate Data v1.0
Colombia,COL,2002,Transportation,13914192.98,1.5666,21.42,Synthetic Climate Data v1.0
Colombia,COL,2002,Agriculture,9924100.56,1.5666,15.28,Synthetic Climate Data v1.0
Colombia,COL,2002,Industry,9232105.04,1.5666,14.22,Synthetic Climate Data v1.0
Colombia,COL,2002,Waste Management,3509893.6,1.5666,5.4,Synthetic Climate Data v1.0
Colombia,COL,2002,Residential,3058039.5,1.5666,4.71,Synthetic Climate Data v1.0
Colombia,COL,2003,Energy,27084560.96,1.5668,41.2,Synthetic Climate Data v1.0
Colombia,COL,2003,Transportation,12749331.6,1.5668,19.39,Synthetic Climate Data v1.0
Colombia,COL,2003,Agriculture,9572312.35,1.5668,14.56,Synthetic Climate Data v1.0
Colombia,COL,2003,Industry,9578135.41,1.5668,14.57,Synthetic Climate Data v1.0
Colombia,COL,2003,Waste Management,3478325.24,1.5668,5.29,Synthetic Climate Data v1.0
Colombia,COL,2003,Residential,3273909.76,1.5668,4.98,Synthetic Climate Data v1.0
Colombia,COL,2004,Energy,26286259.3,1.5502,39.94,Synthetic Climate Data v1.0
Colombia,COL,2004,Transportation,13296307.86,1.5502,20.2,Synthetic Climate Data v1.0
Colombia,COL,2004,Agriculture,9806917.79,1.5502,14.9,Synthetic Climate Data v1.0
Colombia,COL,2004,Industry,10283632.18,1.5502,15.62,Synthetic Climate Data v1.0
Colombia,COL,2004,Waste Management,2823171.56,1.5502,4.29,Synthetic Climate Data v1.0
Colombia,COL,2004,Residential,3323483.39,1.5502,5.05,Synthetic Climate Data v1.0
Colombia,COL,2005,Energy,25610316.05,1.5848,37.61,Synthetic Climate Data v1.0
Colombia,COL,2005,Transportation,14299763.57,1.5848,21.0,Synthetic Climate Data v1.0
Colombia,COL,2005,Agriculture,10658642.07,1.5848,15.65,Synthetic Climate Data v1.0
Colombia,COL,2005,Industry,10599738.23,1.5848,15.57,Synthetic Climate Data v1.0
Colombia,COL,2005,Waste Management,3608899.67,1.5848,5.3,Synthetic Climate Data v1.0
Colombia,COL,2005,Residential,3319154.47,1.5848,4.87,Synthetic Climate Data v1.0
Colombia,COL,2006,Energy,29054118.43,1.564,42.72,Synthetic Climate Data v1.0
Colombia,COL,2006,Transportation,12872074.74,1.564,18.93,Synthetic Climate Data v1.0
Colombia,COL,2006,Agriculture,9452075.77,1.564,13.9,Synthetic Climate Data v1.0
Colombia,COL,2006,Industry,10106085.93,1.564,14.86,Synthetic Climate Data v1.0
Colombia,COL,2006,Waste Management,2993393.19,1.564,4.4,Synthetic Climate Data v1.0
Colombia,COL,2006,Residential,3532258.83,1.564,5.19,Synthetic Climate Data v1.0
Colombia,COL,2007,Energy,27130451.01,1.5769,39.1,Synthetic Climate Data v1.0
Colombia,COL,2007,Transportation,13686120.89,1.5769,19.72,Synthetic Climate Data v1.0
Colombia,COL,2007,Agriculture,10099990.04,1.5769,14.56,Synthetic Climate Data v1.0
Colombia,COL,2007,Industry,10489152.09,1.5769,15.12,Synthetic Climate Data v1.0
Colombia,COL,2007,Waste Management,3955111.86,1.5769,5.7,Synthetic Climate Data v1.0
Colombia,COL,2007,Residential,4029019.03,1.5769,5.81,Synthetic Climate Data v1.0
Colombia,COL,2008,Energy,27556804.67,1.6101,38.43,Synthetic Climate Data v1.0
Colombia,COL,2008,Transportation,13923294.37,1.6101,19.42,Synthetic Climate Data v1.0
Colombia,COL,2008,Agriculture,11014566.06,1.6101,15.36,Synthetic Climate Data v1.0
Colombia,COL,2008,Industry,11609330.56,1.6101,16.19,Synthetic Climate Data v1.0
Colombia,COL,2008,Waste Management,3722719.55,1.6101,5.19,Synthetic Climate Data v1.0
Colombia,COL,2008,Residential,3874387.97,1.6101,5.4,Synthetic Climate Data v1.0
Colombia,COL,2009,Energy,28534096.5,1.6,39.57,Synthetic Climate Data v1.0
Colombia,COL,2009,Transportation,14064841.18,1.6,19.51,Synthetic Climate Data v1.0
Colombia,COL,2009,Agriculture,10645506.74,1.6,14.76,Synthetic Climate Data v1.0
Colombia,COL,2009,Industry,11335599.09,1.6,15.72,Synthetic Climate Data v1.0
Colombia,COL,2009,Waste Management,3883714.69,1.6,5.39,Synthetic Climate Data v1.0
Colombia,COL,2009,Residential,3642863.97,1.6,5.05,Synthetic Climate Data v1.0
Colombia,COL,2010,Energy,29064711.71,1.6227,39.27,Synthetic Climate Data v1.0
Colombia,COL,2010,Transportation,15256159.77,1.6227,20.61,Synthetic Climate Data v1.0
Colombia,COL,2010,Agriculture,10168724.91,1.6227,13.74,Synthetic Climate Data v1.0
Colombia,COL,2010,Industry,11832135.94,1.6227,15.99,Synthetic Climate Data v1.0
Colombia,COL,2010,Waste Management,3637158.65,1.6227,4.91,Synthetic Climate Data v1.0
Colombia,COL,2010,Residential,4051397.92,1.6227,5.47,Synthetic Climate Data v1.0
Colombia,COL,2011,Energy,32504428.62,1.6379,43.0,Synthetic Climate Data v1.0
Colombia,COL,2011,Transportation,13643403.38,1.6379,18.05,Synthetic Climate Data v1.0
Colombia,COL,2011,Agriculture,11417590.42,1.6379,15.1,Synthetic Climate Data v1.0
Colombia,COL,2011,Industry,10637095.5,1.6379,14.07,Synthetic Climate Data v1.0
Colombia,COL,2011,Waste Management,3824976.14,1.6379,5.06,Synthetic Climate Data v1.0
Colombia,COL,2011,Residential,3572605.3,1.6379,4.73,Synthetic Climate Data v1.0
Colombia,COL,2012,Energy,30260170.84,1.6508,39.24,Synthetic Climate Data v1.0
Colombia,COL,2012,Transportation,16313018.63,1.6508,21.16,Synthetic Climate Data v1.0
Colombia,COL,2012,Agriculture,10619808.09,1.6508,13.77,Synthetic Climate Data v1.0
Colombia,COL,2012,Industry,12323742.21,1.6508,15.98,Synthetic Climate Data v1.0
Colombia,COL,2012,Waste Management,3953913.13,1.6508,5.13,Synthetic Climate Data v1.0
Colombia,COL,2012,Residential,3637410.46,1.6508,4.72,Synthetic Climate Data v1.0
Colombia,COL,2013,Energy,30874651.19,1.6657,39.21,Synthetic Climate Data v1.0
Colombia,COL,2013,Transportation,15540112.6,1.6657,19.74,Synthetic Climate Data v1.0
Colombia,COL,2013,Agriculture,11803373.94,1.6657,14.99,Synthetic Climate Data v1.0
Colombia,COL,2013,Industry,12573348.9,1.6657,15.97,Synthetic Climate Data v1.0
Colombia,COL,2013,Waste Management,3841064.65,1.6657,4.88,Synthetic Climate Data v1.0
Colombia,COL,2013,Residential,4105526.14,1.6657,5.21,Synthetic Climate Data v1.0
Colombia,COL,2014,Energy,30405062.2,1.6377,38.81,Synthetic Climate Data v1.0
Colombia,COL,2014,Transportation,15098098.61,1.6377,19.27,Synthetic Climate Data v1.0
Colombia,COL,2014,Agriculture,11750225.96,1.6377,15.0,Synthetic Climate Data v1.0
Colombia,COL,2014,Industry,12782940.07,1.6377,16.32,Synthetic Climate Data v1.0
Colombia,COL,2014,Waste Management,3929721.83,1.6377,5.02,Synthetic Climate Data v1.0
Colombia,COL,2014,Residential,4378367.78,1.6377,5.59,Synthetic Climate Data v1.0
Colombia,COL,2015,Energy,31987447.58,1.6112,41.01,Synthetic Climate Data v1.0
Colombia,COL,2015,Transportation,14360991.93,1.6112,18.41,Synthetic Climate Data v1.0
Colombia,COL,2015,Agriculture,10956747.82,1.6112,14.05,Synthetic Climate Data v1.0
Colombia,COL,2015,Industry,12555023.61,1.6112,16.1,Synthetic Climate Data v1.0
Colombia,COL,2015,Waste Management,4048514.18,1.6112,5.19,Synthetic Climate Data v1.0
Colombia,COL,2015,Residential,4091721.39,1.6112,5.25,Synthetic Climate Data v1.0
Colombia,COL,2016,Energy,32742539.73,1.6255,41.11,Synthetic Climate Data v1.0
Colombia,COL,2016,Transportation,15364795.26,1.6255,19.29,Synthetic Climate Data v1.0
Colombia,COL,2016,Agriculture,11278858.69,1.6255,14.16,Synthetic Climate Data v1.0
Colombia,COL,2016,Industry,12255382.54,1.6255,15.39,Synthetic Climate Data v1.0
Colombia,COL,2016,Waste Management,3949250.28,1.6255,4.96,Synthetic Climate Data v1.0
Colombia,COL,2016,Residential,4047636.21,1.6255,5.08,Synthetic Climate Data v1.0
Colombia,COL,2017,Energy,33228543.48,1.6146,41.51,Synthetic Climate Data v1.0
Colombia,COL,2017,Transportation,14863572.09,1.6146,18.57,Synthetic Climate Data v1.0
Colombia,COL,2017,Agriculture,13029224.98,1.6146,16.28,Synthetic Climate Data v1.0
Colombia,COL,2017,Industry,10924513.32,1.6146,13.65,Synthetic Climate Data v1.0
Colombia,COL,2017,Waste Management,4310114.07,1.6146,5.38,Synthetic Climate Data v1.0
Colombia,COL,2017,Residential,3694358.76,1.6146,4.62,Synthetic Climate Data v1.0
Colombia,COL,2018,Energy,31947012.51,1.6208,39.28,Synthetic Climate Data v1.0
Colombia,COL,2018,Transportation,15410071.35,1.6208,18.95,Synthetic Climate Data v1.0
Colombia,COL,2018,Agriculture,13187296.16,1.6208,16.22,Synthetic Climate Data v1.0
Colombia,COL,2018,Industry,12246672.65,1.6208,15.06,Synthetic Climate Data v1.0
Colombia,COL,2018,Waste Management,4348610.07,1.6208,5.35,Synthetic Climate Data v1.0
Colombia,COL,2018,Residential,4184435.75,1.6208,5.15,Synthetic Climate Data v1.0
Colombia,COL,2019,Energy,33020044.53,1.6477,39.47,Synthetic Climate Data v1.0
Colombia,COL,2019,Transportation,16430685.56,1.6477,19.64,Synthetic Climate Data v1.0
Colombia,COL,2019,Agriculture,13287554.19,1.6477,15.88,Synthetic Climate Data v1.0
Colombia,COL,2019,Industry,12779432.27,1.6477,15.27,Synthetic Climate Data v1.0
Colombia,COL,2019,Waste Management,4049270.34,1.6477,4.84,Synthetic Climate Data v1.0
Colombia,COL,2019,Residential,4101299.21,1.6477,4.9,Synthetic Climate Data v1.0
Colombia,COL,2020,Energy,30824668.59,1.5142,39.61,Synthetic Climate Data v1.0
Colombia,COL,2020,Transportation,15697814.65,1.5142,20.17,Synthetic Climate Data v1.0
Colombia,COL,2020,Agriculture,11442088.88,1.5142,14.7,Synthetic Climate Data v1.0
Colombia,COL,2020,Industry,12236876.4,1.5142,15.73,Synthetic Climate Data v1.0
Colombia,COL,2020,Waste Management,3990740.63,1.5142,5.13,Synthetic Climate Data v1.0
Colombia,COL,2020,Residential,3619316.94,1.5142,4.65,Synthetic Climate Data v1.0
Colombia,COL,2021,Energy,30117046.8,1.5278,37.91,Synthetic Climate Data v1.0
Colombia,COL,2021,Transportation,17306372.81,1.5278,21.78,Synthetic Climate Data v1.0
Colombia,COL,2021,Agriculture,11633574.56,1.5278,14.64,Synthetic Climate Data v1.0
Colombia,COL,2021,Industry,12222626.54,1.5278,15.38,Synthetic Climate Data v1.0
Colombia,COL,2021,Waste Management,3830528.93,1.5278,4.82,Synthetic Climate Data v1.0
Colombia,COL,2021,Residential,4339198.02,1.5278,5.46,Synthetic Climate Data v1.0
Colombia,COL,2022,Energy,33385870.3,1.5208,41.71,Synthetic Climate Data v1.0
Colombia,COL,2022,Transportation,15406682.58,1.5208,19.25,Synthetic Climate Data v1.0
Colombia,COL,2022,Agriculture,12118909.62,1.5208,15.14,Synthetic Climate Data v1.0
